Cruise,Bottle Number,Sample Type,Depth [m],Sample Volume [m^3],Sample Time,Filter Diameter [mm],Filter Pore Size [um],Parameter Name,Parameter Value,Parameter Units,Laboratory,Researcher,Analysis Method,Comment Name,Comment Value
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,SAB1182_sabellariidae_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,SPI1181_spionidae_A450,0.047,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,TUNI931_tunicata_A450,1.601,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,ECHI1712_echinoidea_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,BRAC2467_brachyura_A450,0.045,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,ANOM2380_anomura_A450,0.096,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,B1006_barnacles_A650,0.102,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,M2B_mussels_A650,0.097,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,CAL903_calanoida_A650,2.592,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,POD1951_podoplea_A650,0.232,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,OS1022_polychaeta_A650,0.429,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,SAB1182_sabellariidae_A650,0.703,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,SPI1181_spionidae_A650,0.044,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,TUNI931_tunicata_A650,2.019,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,ECHI1712_echinoidea_A650,0.471,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,BRAC2467_brachyura_A650,0.036,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,ANOM2380_anomura_A650,0.051,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,B1006_barnacles_A450,0.189,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,M2B_mussels_A450,0.178,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,CAL903_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,POD1951_podoplea_A450,0.463,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,OS1022_polychaeta_A450,0.891,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,SAB1182_sabellariidae_A450,1.445,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,SPI1181_spionidae_A450,0.061,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,TUNI931_tunicata_A450,3.755,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,ECHI1712_echinoidea_A450,0.974,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,BRAC2467_brachyura_A450,0.050,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c36,NetTow,vertical net tow,32,14.04,2:44 PM,,200 µm,ANOM2380_anomura_A450,0.082,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
